,,
NAT - ARA,599,5
NAT - JPE - ARA,141 - 486,5
NAT - REC - ARA,247 - 398,4
NAT - MAC - ARA,418 - 215,5
NAT - JPE - MAC - ARA,141 - 296 - 215,5
NAT - JPE - REC - ARA,141 - 110 - 398,4
NAT - SAV - ARA,875 - 254,4
