,,
NAT - BEL,1552,4
NAT - SAL - BEL,1071 - 490,4
NAT - FOR - BEL,414 - 1137,3
NAT - FOR - SAL - BEL,414 - 647 - 490,4
NAT - TER - BEL,844 - 747,4
NAT - TER - SAL - BEL,844 - 317 - 490,4
NAT - FOR - TER - BEL,414 - 497 - 747,4
