,,
NAT - CGD,2648,6
NAT - BSB - CGD,1770 - 1087,4
NAT - TER - CGD,844 - 2139,5
NAT - PAL - CGD,1516 - 1326,6
NAT - FOR - TER - CGD,414 - 497 - 2139,4
NAT - TER - PAL - CGD,844 - 831 - 1326,6
NAT - SAV - CGD,875 - 1929,4
