,,
NAT - MAP,1875,6
NAT - FOR - MAP,414 - 1456,4
NAT - SAL - MAP,1071 - 814,5
NAT - FOR - SAL - MAP,414 - 647 - 814,4
NAT - BEL - MAP,1552 - 329,5
NAT - SAL - BEL - MAP,1071 - 490 - 329,5
NAT - FOR - BEL - MAP,414 - 1137 - 329,4
