,,
NAT - VIT,1686,6
NAT - BHO - VIT,1801 - 836,5
NAT - RIO - VIT,2086 - 418,4
NAT - JPE - VIT,141 - 1558,5
NAT - REC - VIT,247 - 1480,4
NAT - JPE - BHO - VIT,141 - 1695 - 836,5
NAT - REC - BHO - VIT,247 - 1632 - 836,4
