,,
NAT - CUR,2643,3
NAT - SAO - CUR,2322 - 339,2
NAT - BSB - CUR,1770 - 1082,3
NAT - REC - CUR,247 - 2456,3
NAT - SAV - CUR,875 - 1785,3
NAT - REC - SAO - CUR,247 - 2130 - 339,2
NAT - SAV - SAO - CUR,875 - 1471 - 339,2
