,,
NAT - CUI,2515,5
NAT - BSB - CUI,1770 - 874,4
NAT - GOI - CUI,1933 - 746,5
NAT - SAV - CUI,875 - 1941,4
NAT - BHO - CUI,1801 - 1361,4
NAT - BSB - GOI - CUI,1770 - 173 - 746,4
NAT - SAV - BHO - CUI,875 - 957 - 1361,4
