,,
NAT - GOI,1933,4
NAT - SAV - GOI,875 - 1241,3
NAT - BSB - GOI,1770 - 173,3
NAT - REC - GOI,247 - 1830,3
NAT - REC - BSB - GOI,247 - 1654 - 173,3
NAT - SAV - BSB - GOI,875 - 1083 - 173,3
NAT - REC - SAV - GOI,247 - 675 - 1241,3
