,,
NAT - PAL,1516,6
NAT - TER - PAL,844 - 831,5
NAT - REC - PAL,247 - 1495,4
NAT - FOR - PAL,414 - 1299,4
NAT - FOR - TER - PAL,414 - 497 - 831,4
NAT - REC - TER - PAL,247 - 937 - 831,4
NAT - REC - SAV - PAL,247 - 675 - 1130,4
