,,
NAT - BOA,2970,6
NAT - PAL - BOA,1516 - 1999,6
NAT - FOR - BOA,414 - 2567,4
NAT - TER - BOA,844 - 2171,5
NAT - BEL - BOA,1552 - 1437,5
NAT - TER - PAL - BOA,844 - 831 - 1999,6
NAT - FOR - BEL - BOA,414 - 1137 - 1437,4
