,,
NAT - POA,3155,4
NAT - CUR - POA,2643 - 546,4
NAT - SAO - POA,2322 - 852,3
NAT - BSB - POA,1770 - 1605,3
NAT - BSB - SAO - POA,1770 - 864 - 852,3
NAT - BSB - CUR - POA,1770 - 1082 - 546,4
NAT - SAO - CUR - POA,2322 - 339 - 546,3
